Form,CSV column,Matched field label,Variable / Field Name,Field Type,Domain,Score,Matched
MDS-UPDRS,"2.6 HYGIENE  Over the past week, have you usually been slow or do you need help ",2 6 hygiene over the past week have you usually been slow or do you need help with washing bathing shaving brushing teeth combing your hair or with other personal hygiene,updrs_2_6,radio,Motor,1.0,Yes
MDS-UPDRS,"2.7 HANDWRITING  Over the past week, have people usually had trouble reading you",2 7 handwriting over the past week have people usually had trouble reading your handwriting,updrs_2_7,radio,Motor,1.0,Yes
MDS-UPDRS,"2.8 DOING HOBBIES AND OTHER ACTIVITIES  Over the past week, have you usually had",2 8 doing hobbies and other activities over the past week have you usually had trouble doing your hobbies or other things that you like to do,updrs_2_8,radio,Motor,1.0,Yes
MDS-UPDRS,"2.9 TURNING IN BED  Over the past week, do you usually have trouble turning over",2 9 turning in bed over the past week do you usually have trouble turning over in bed,updrs_2_9,radio,Motor,1.0,Yes
MDS-UPDRS,"2.10 TREMOR  Over the past week, have you usually had shaking or tremor?",2 10 tremor over the past week have you usually had shaking or tremor,updrs_2_10,radio,Motor,1.0,Yes
MDS-UPDRS,"2.11 GETTING OUT OF BED, A CAR, OR A DEEP CHAIR  Over the past week, have you us",2 11 getting out of bed a car or a deep chair over the past week have you usually had trouble getting out of bed a car seat or a deep chair,updrs_2_11,radio,Motor,1.0,Yes
MDS-UPDRS,"2.12 WALKING AND BALANCE  Over the past week, have you usually had problems with",2 12 walking and balance over the past week have you usually had problems with balance and walking,updrs_2_12,radio,Motor,1.0,Yes
MDS-UPDRS,"2.13 FREEZING  Over the past week, on your usual day when walking, do you sudden",2 13 freezing over the past week on your usual day when walking do you suddenly stop or freeze as if your feet are stuck to the floor,updrs_2_13,radio,Motor,1.0,Yes
MDS-UPDRS,3a Is the patient on medication for treating the symptoms of Parkinson's Disease,3a is the patient on medication for treating the symptoms of parkinson s disease,updrs_3a,radio,Motor,1.0,Yes
MDS-UPDRS,3b If the patient is receiving medication for treating the symptoms of Parkinson,3b if the patient is receiving medication for treating the symptoms of parkinson s disease mark the patient s clinical state using the following definitions,updrs_3b,radio,Motor,1.0,Yes
MDS-UPDRS,3c Is the patient on Levodopa ?,3c is the patient on levodopa,updrs_3c,radio,Motor,1.0,Yes
MDS-UPDRS,3.C1 Time of assessment:   Temps de l'évaluation:,3 c1 time of assessment temps de l évaluation,mds_updrs_time_assessment,text,Motor,1.0,Yes
MDS-UPDRS,3.C1 Time last PD medications taken:   Heure de la dernière prise de médicaments,3 c1 time last pd medications taken heure de la dernière prise de médicaments pour pd,mds_updrs_lastmeds,text,Motor,1.0,Yes
MDS-UPDRS,3.C1 Minutes since last levodopa dose:  Minutes depuis la dernière dose de lévod,3 c1 minutes since last levodopa dose minutes depuis la dernière dose de lévodopa,updrs_3c1,calc,Motor,1.0,Yes
MDS-UPDRS,3.1 SPEECH  ,3 1 speech,updrs_3_1,radio,Motor,1.0,Yes
MDS-UPDRS,Updrs_3_1 value,updrs_3_1 value,eq3_1,calc,Motor,1.0,Yes
MDS-UPDRS,3.2 FACIAL EXPRESSION  ,3 2 facial expression,updrs_3_2,radio,Motor,1.0,Yes
MDS-UPDRS,Updrs_3_2 value,updrs_3_2 value,eq3_2,calc,Motor,1.0,Yes
MDS-UPDRS,3.3 RIGIDITY- NECK  ,3 3 rigidity neck,updrs_3_3_neck,radio,Motor,1.0,Yes
MDS-UPDRS,Updrs_3_3_neck value,updrs_3_3_neck value,eq3_3_neck,calc,Motor,1.0,Yes
MDS-UPDRS,3.3 RIGIDITY- RUE  ,3 3 rigidity rue,updrs_3_3_rue,radio,Motor,1.0,Yes
MDS-UPDRS,Updrs_3_3_rue value,updrs_3_3_rue value,eq3_3_rue,calc,Motor,1.0,Yes
MDS-UPDRS,3.3 RIGIDITY- LUE  ,3 3 rigidity lue,updrs_3_3_lue,radio,Motor,1.0,Yes
MDS-UPDRS,Updrs_3_3_lue value,updrs_3_3_lue value,eq3_3_lue,calc,Motor,1.0,Yes
MDS-UPDRS,3.3 RIGIDITY- RLE  ,3 3 rigidity rle,updrs_3_3_rle,radio,Motor,1.0,Yes
MDS-UPDRS,Updrs_3_3_rle value,updrs_3_3_rle value,eq3_3_rle,calc,Motor,1.0,Yes
MDS-UPDRS,3.3 RIGIDITY- LLE  ,3 3 rigidity lle,updrs_3_3_lle,radio,Motor,1.0,Yes
MDS-UPDRS,Updrs_3_3_lle value,updrs_3_3_lle value,eq3_3_lle,calc,Motor,1.0,Yes
MDS-UPDRS,3.4 FINGER TAPPING- R  ,3 4 finger tapping r,updrs_3_4_r,radio,Motor,1.0,Yes
MDS-UPDRS,Updrs_3_4_r value,updrs_3_4_r value,eq3_4_r,calc,Motor,1.0,Yes
MDS-UPDRS,3.4 FINGER TAPPING- L  ,3 4 finger tapping l,updrs_3_4_l,radio,Motor,1.0,Yes
MDS-UPDRS,Updrs_3_4_l value,updrs_3_4_l value,eq3_4_l,calc,Motor,1.0,Yes
MDS-UPDRS,3.5 HAND MOVEMENTS- R  ,3 5 hand movements r,updrs_3_5_r,radio,Motor,1.0,Yes
MDS-UPDRS,Updrs_3_5_r value,updrs_3_5_r value,eq3_5_r,calc,Motor,1.0,Yes
MDS-UPDRS,3.5 HAND MOVEMENTS- L  ,3 5 hand movements l,updrs_3_5_l,radio,Motor,1.0,Yes
MDS-UPDRS,Updrs_3_5_l value,updrs_3_5_l value,eq3_5_l,calc,Motor,1.0,Yes
MDS-UPDRS,3.6 PRONATION-SUPINATION MOVEMENTS OF HANDS - R  ,3 6 pronation supination movements of hands r,updrs_3_6_r,radio,Motor,1.0,Yes
MDS-UPDRS,Updrs_3_6_r value,updrs_3_6_r value,eq3_6_r,calc,Motor,1.0,Yes
MDS-UPDRS,3.6 PRONATION-SUPINATION MOVEMENTS OF HANDS- L  ,3 6 pronation supination movements of hands l,updrs_3_6_l,radio,Motor,1.0,Yes
MDS-UPDRS,Updrs_3_6_l value,updrs_3_6_l value,eq3_6_l,calc,Motor,1.0,Yes
MDS-UPDRS,3.7 TOE TAPPING - R  ,3 7 toe tapping r,updrs_3_7_r,radio,Motor,1.0,Yes
MDS-UPDRS,Updrs_3_7_r value,updrs_3_7_r value,eq3_7_r,calc,Motor,1.0,Yes
MDS-UPDRS,3.7 TOE TAPPING - L  ,3 7 toe tapping l,updrs_3_7_l,radio,Motor,1.0,Yes
MDS-UPDRS,Updrs_3_7_l value,updrs_3_7_l value,eq3_7_l,calc,Motor,1.0,Yes
MDS-UPDRS,3.8 LEG AGILITY - R  ,3 8 leg agility r,updrs_3_8_r,radio,Motor,1.0,Yes
MDS-UPDRS,Updrs_3_8_r value,updrs_3_8_r value,eq3_8_r,calc,Motor,1.0,Yes
MDS-UPDRS,3.8 LEG AGILITY - L  ,3 8 leg agility l,updrs_3_8_l,radio,Motor,1.0,Yes
MDS-UPDRS,Updrs_3_8_l value,updrs_3_8_l value,eq3_8_l,calc,Motor,1.0,Yes
MDS-UPDRS,3.9 ARISING FROM CHAIR  ,3 9 arising from chair,updrs_3_9,radio,Motor,1.0,Yes
MDS-UPDRS,Updrs_3_9 value,updrs_3_9 value,eq3_9,calc,Motor,1.0,Yes
MDS-UPDRS,3.10 GAIT  ,3 10 gait,updrs_3_10,radio,Motor,1.0,Yes
MDS-UPDRS,Updrs_3_10 value,updrs_3_10 value,eq3_10,calc,Motor,1.0,Yes
MDS-UPDRS,3.11 FREEZING OF GAIT  ,3 11 freezing of gait,updrs_3_11,radio,Motor,1.0,Yes
MDS-UPDRS,Updrs_3_11 value,updrs_3_11 value,eq3_11,calc,Motor,1.0,Yes
MDS-UPDRS,3.12 POSTURAL STABILITY  ,3 12 postural stability,updrs_3_12,radio,Motor,1.0,Yes
MDS-UPDRS,Updrs_3_12 value,updrs_3_12 value,eq3_12,calc,Motor,1.0,Yes
MDS-UPDRS,3.13 POSTURE  ,3 13 posture,updrs_3_13,radio,Motor,1.0,Yes
MDS-UPDRS,Updrs_3_13 value,updrs_3_13 value,eq3_13,calc,Motor,1.0,Yes
MDS-UPDRS,3.14 GLOBAL SPONTANEITY OF MOVEMENT (BODY BRADYKINESIA)  ,3 14 global spontaneity of movement body bradykinesia,updrs_3_14,radio,Motor,1.0,Yes
MDS-UPDRS,Updrs_3_14,updrs_3_14,eq3_14,calc,Motor,1.0,Yes
MDS-UPDRS,3.15 POSTURAL TREMOR OF THE HANDS - R  ,3 15 postural tremor of the hands r,updrs_3_15_r,radio,Motor,1.0,Yes
MDS-UPDRS,Updrs_3_15_r value,updrs_3_15_r value,eq3_15_r,calc,Motor,1.0,Yes
MDS-UPDRS,3.15 POSTURAL TREMOR OF THE HANDS - L  ,3 15 postural tremor of the hands l,updrs_3_15_l,radio,Motor,1.0,Yes
MDS-UPDRS,Updrs_3_15_l value,updrs_3_15_l value,eq3_15_l,calc,Motor,1.0,Yes
MDS-UPDRS,3.16 KINETIC TREMOR OF THE HANDS - R  ,3 16 kinetic tremor of the hands r,updrs_3_16_r,radio,Motor,1.0,Yes
MDS-UPDRS,Updrs_3_16_r value,updrs_3_16_r value,eq3_16_r,calc,Motor,1.0,Yes
MDS-UPDRS,3.16 KINETIC TREMOR OF THE HANDS - L  ,3 16 kinetic tremor of the hands l,updrs_3_16_l,radio,Motor,1.0,Yes
MDS-UPDRS,Updrs_3_16_l value,updrs_3_16_l value,eq3_16_l,calc,Motor,1.0,Yes
MDS-UPDRS,3.17 REST TREMOR AMPLITUDE - RUE  ,3 17 rest tremor amplitude rue,updrs_3_17_rue,radio,Motor,1.0,Yes
MDS-UPDRS,Updrs_3_17_rue value,updrs_3_17_rue value,eq3_17_rue,calc,Motor,1.0,Yes
MDS-UPDRS,3.17 REST TREMOR AMPLITUDE - LUE  ,3 17 rest tremor amplitude lue,updrs_3_17_lue,radio,Motor,1.0,Yes
MDS-UPDRS,Updrs_3_17_lue value,updrs_3_17_lue value,eq3_17_lue,calc,Motor,1.0,Yes
MDS-UPDRS,3.17 REST TREMOR AMPLITUDE - RLE  ,3 17 rest tremor amplitude rle,updrs_3_17_rle,radio,Motor,1.0,Yes
MDS-UPDRS,Updrs_3_17_rle value,updrs_3_17_rle value,eq3_17_rle,calc,Motor,1.0,Yes
MDS-UPDRS,3.17 REST TREMOR AMPLITUDE - LLE  ,3 17 rest tremor amplitude lle,updrs_3_17_lle,radio,Motor,1.0,Yes
MDS-UPDRS,Updrs_3_17_lle value,updrs_3_17_lle value,eq3_17_lle,calc,Motor,1.0,Yes
MDS-UPDRS,3.17 REST TREMOR AMPLITUDE - Lip/Jaw  ,3 17 rest tremor amplitude lip jaw,updrs_3_17_lipjaw,radio,Motor,1.0,Yes
MDS-UPDRS,Updrs_3_17_lipjaw value,updrs_3_17_lipjaw value,eq3_17_lipjaw,calc,Motor,1.0,Yes
MDS-UPDRS,3.18 CONSTANCY OF REST TREMOR  ,3 18 constancy of rest tremor,updrs_3_18,radio,Motor,1.0,Yes
MDS-UPDRS,Updrs_3_18 value,updrs_3_18 value,eq3_18,calc,Motor,1.0,Yes
MDS-UPDRS,A. Were dyskinesias (chorea or dystonia) present during examination?,a were dyskinesias chorea or dystonia present during examination,updrs_dyskinesia_impact_a,radio,Motor,1.0,Yes
MDS-UPDRS,"B. If yes, did these movements interfere with your ratings?",b if yes did these movements interfere with your ratings,updrs_dyskinesia_impact_b,radio,Motor,1.0,Yes
MDS-UPDRS,Hoehn and Yahr Stage: ,hoehn and yahr stage,mds_updrs_h_y,radio,Motor,1.0,Yes
MDS-UPDRS,4.1 TIME SPENT WITH DYSKINESIAS,4 1 time spent with dyskinesias,updrs_4_1,radio,Motor,1.0,Yes
MDS-UPDRS,Updrs_4_1 value,updrs_4_1 value,eq4_1,calc,Motor,1.0,Yes
MDS-UPDRS,4.2 FUNCTIONAL IMPACT OF DYSKINESIAS,4 2 functional impact of dyskinesias,updrs_4_2,radio,Motor,1.0,Yes
MDS-UPDRS,Updrs_4_2 value,updrs_4_2 value,eq4_2,calc,Motor,1.0,Yes
MDS-UPDRS,4.3 TIME SPENT IN THE OFF STATE,4 3 time spent in the off state,updrs_4_3,radio,Motor,1.0,Yes
MDS-UPDRS,Updrs_4_3 value,updrs_4_3 value,eq4_3,calc,Motor,1.0,Yes
MDS-UPDRS,4.4 FUNCTIONAL IMPACT OF FLUCTUATIONS,4 4 functional impact of fluctuations,updrs_4_4,radio,Motor,1.0,Yes
MDS-UPDRS,Updrs_4_4 value,updrs_4_4 value,eq4_4,calc,Motor,1.0,Yes
MDS-UPDRS,4.5 COMPLEXITY OF MOTOR FLUCTUATIONS,4 5 complexity of motor fluctuations,updrs_4_5,radio,Motor,1.0,Yes
MDS-UPDRS,Updrs_4_5 value,updrs_4_5 value,eq4_5,calc,Motor,1.0,Yes
MDS-UPDRS,4.6 PAINFUL OFF-STATE DYSTONIA,4 6 painful off state dystonia,updrs_4_6,radio,Motor,1.0,Yes
MDS-UPDRS,Updrs_4_6 value,updrs_4_6 value,eq4_6,calc,Motor,1.0,Yes
MDS-UPDRS,Part I: Non-Motor Aspects of Experiences of Daily Living (nM-EDL),part i non motor aspects of experiences of daily living nm edl,updrs_score_part_1,calc,Composite Scores,1.0,Yes
MDS-UPDRS,Part II: Motor Aspects of Experiences of Daily Living (M-EDL),part ii motor aspects of experiences of daily living m edl,updrs_score_part_2,calc,Composite Scores,1.0,Yes
MDS-UPDRS,Part III: Motor Examination,part iii motor examination,updrs_score_part_3,calc,Composite Scores,1.0,Yes
MDS-UPDRS,Part IV: Motor Complications,part iv motor complications,updrs_score_part_4,calc,Composite Scores,1.0,Yes
MDS-UPDRS-1,Assessment completed:     Évaluation remplie:  ,assessment completed évaluation remplie,date8_v2,text,Admin,1.0,Yes
MDS-UPDRS-1,Assessment completed by:     Évaluation complétée par:,assessment completed by évaluation complétée par,mds_updrs_staff_v2,text,Admin,1.0,Yes
MDS-UPDRS-1,How was the MDS-UPDRS administered?   Comment le MDS-UPDRS a-t-il été administré,how was the mds updrs administered comment le mds updrs a t il été administré,updrs_method_v2,radio,Admin,1.0,Yes
MDS-UPDRS-1,Is it UPDRS v1.2 (part3) legacy ?  S'agit il d'un héritage de UPDRS v1.2 (partie,is it updrs v1 2 part3 legacy s agit il d un héritage de updrs v1 2 partie 3,updrs_legacy_v2,yesno,Admin,1.0,Yes
MDS-UPDRS-1,Primary source of information:,primary source of information,updrs_rater_v2,radio,Non-Motor,1.0,Yes
MDS-UPDRS-1,1.1 COGNITIVE IMPAIRMENT,1 1 cognitive impairment,updrs_1_1_v2,radio,Cognitive Function,1.0,Yes
MDS-UPDRS-1,Updrs_1_1 value,updrs_1_1 value,eq1_1_v2,calc,Cognitive Function,1.0,Yes
MDS-UPDRS-1,1.2 HALLUCINATIONS AND PSYCHOSIS,1 2 hallucinations and psychosis,updrs_1_2_v2,radio,Non-Motor,1.0,Yes
MDS-UPDRS-1,Updrs_1_2 value,updrs_1_2 value,eq1_2_v2,calc,Non-Motor,1.0,Yes
MDS-UPDRS-1,1.3 DEPRESSED MOOD,1 3 depressed mood,updrs_1_3_v2,radio,Mood / Psychiatric,1.0,Yes
MDS-UPDRS-1,Updrs_1_3,updrs_1_3,eq1_3_v2,calc,Mood / Psychiatric,1.0,Yes
MDS-UPDRS-1,1.4 ANXIOUS MOOD,1 4 anxious mood,updrs_1_4_v2,radio,Mood / Psychiatric,1.0,Yes
MDS-UPDRS-1,Updrs_1_4 value,updrs_1_4 value,eq1_4_v2,calc,Mood / Psychiatric,1.0,Yes
MDS-UPDRS-1,1.5 APATHY,1 5 apathy,updrs_1_5_v2,radio,Non-Motor,1.0,Yes
MDS-UPDRS-1,Updrs_1_5 value,updrs_1_5 value,eq1_5_v2,calc,Non-Motor,1.0,Yes
MDS-UPDRS-1,1.6 FEATURES OF DOPAMINE DYSREGULATION SYNDROME,1 6 features of dopamine dysregulation syndrome,updrs_1_6_v2,radio,Non-Motor,1.0,Yes
MDS-UPDRS-1,Updrs_1_6 value,updrs_1_6 value,eq1_6_v2,calc,Non-Motor,1.0,Yes
MDS-UPDRS-1,Who is filling out this questionnaire (check the best answer):,who is filling out this questionnaire check the best answer,udprs_rater_questionnaire_v2,radio,Non-Motor,1.0,Yes
MDS-UPDRS-1,"1.7 SLEEP PROBLEMS/PROBLEMES DE SOMMEIL  Over the past week, have you had troubl",1 7 sleep problems problemes de sommeil over the past week have you had trouble going to sleep at night or staying asleep through the night consider how rested you felt after waking up in the morning au cours de la semaine précédente avez vous rencontré des problèmes pour vous endormir la nuit ou pour rester endormi pendant la nuit prenez en compte la façon dont vous vous êtes senti e reposé e après vous être réveillé e le matin strong,updrs_1_7_v2,radio,Non-Motor,0.6,Yes
MDS-UPDRS-1,"1.8 DAYTIME SLEEPINESS/SOMNOLENCE DIURNE  Over the past week, have you had troub",1 8 daytime sleepiness somnolence diurne over the past week have you had trouble staying awake during the daytime au cours de la semaine précédente avez vous rencontré des problèmes pour rester éveillé e pendant la journée,updrs_1_8_v2,radio,Non-Motor,1.0,Yes
MDS-UPDRS-1,"1.9 PAIN AND OTHER SENSATIONS/DOULEUR ET AUTRES SENSATIONS  Over the past week, ",1 9 pain and other sensations douleur et autres sensations over the past week have you had uncomfortable feelings in your body like pain aches tingling or cramps au cours de la semaine précédente avez vous eu des sensations inconfortables dans votre corps telles que douleur courbatures fourmillements ou crampes,updrs_1_9_v2,radio,Non-Motor,0.809,Yes
MDS-UPDRS-1,"1.10 URINARY PROBLEMS/PROBLEMES URINAIRES  Over the past week, have you had trou",1 10 urinary problems problemes urinaires over the past week have you had trouble with urine control for example an urgent need to urinate a need to urinate too often or urine accidents au cours de la semaine précédente avez vous eu des difficultés à contrôler vos urines par exemple besoin urgent d uriner besoin d uriner trop souvent ou accidents urinaires,updrs_1_10_v2,radio,Non-Motor,0.736,Yes
MDS-UPDRS-1,1.11 CONSTIPATION PROBLEMS/PROBLEMES DE CONSTIPATION  Over the past week have yo,1 11 constipation problems problemes de constipation over the past week have you had constipation troubles that cause you difficulty moving your bowels au cours de la semaine précédente avez vous eu des problèmes de constipation entrainant des difficultés à aller à la selle,updrs_1_11_v2,radio,Non-Motor,0.861,Yes
MDS-UPDRS-1,1.12 LIGHT HEADEDNESS ON STANDING/SENSATION DE TETE VIDE AU LEVER  Over the past,1 12 light headedness on standing sensation de tete vide au lever over the past week have you felt faint dizzy or foggy when you stand up after sitting or lying down au cours de la semaine précédente avez vous eu une sensation d évanouissement de vertige de brouillard lorsque vous vous levez d une position assise ou couchée,updrs_1_12_v2,radio,Non-Motor,0.833,Yes
MDS-UPDRS-1,"1.13 FATIGUE  Over the past week, have you usually felt fatigued? This feeling i",1 13 fatigue over the past week have you usually felt fatigued this feeling is not part of being sleepy or sad au cours de la semaine précédente vous êtes vous senti e habituellement fatigué e ce sentiment ne fait pas partie du fait d avoir sommeil ou d être triste,updrs_1_13_v2,radio,Non-Motor,0.896,Yes
MDS-UPDRS-1,"2.1 SPEECH  Over the past week, have you had problems with your speech?",2 1 speech over the past week have you had problems with your speech,updrs_2_1_v2,radio,Motor,1.0,Yes
MDS-UPDRS-1,"2.2 SALIVA & DROOLING  Over the past week, have you usually had too much saliva ",2 2 saliva drooling over the past week have you usually had too much saliva during when you are awake or when you sleep,updrs_2_2_v2,radio,Motor,1.0,Yes
MDS-UPDRS-1,"2.3 CHEWING AND SWALLOWING  Over the past week, have you usually had problems sw",2 3 chewing and swallowing over the past week have you usually had problems swallowing pills or eating meals do you need your pills cut or crushed or your meals to be made soft chopped or blended to avoid choking,updrs_2_3_v2,radio,Motor,1.0,Yes
MDS-UPDRS-1,"2.4 EATING TASKS  Over the past week, have you usually had troubles handling you",2 4 eating tasks over the past week have you usually had troubles handling your food and using eating utensils for example do you have trouble handling finger foods or using forks knifes spoons chopsticks,updrs_2_4_v2,radio,Motor,1.0,Yes
MDS-UPDRS-1,"2.5 DRESSING  Over the past week, have you usually had problems dressing? For ex",2 5 dressing over the past week have you usually had problems dressing for example are you slow or do you need help with buttoning using zippers putting on or taking off your clothes or jewelry,updrs_2_5_v2,radio,Motor,1.0,Yes
MDS-UPDRS-1,"2.6 HYGIENE  Over the past week, have you usually been slow or do you need help ",2 6 hygiene over the past week have you usually been slow or do you need help with washing bathing shaving brushing teeth combing your hair or with other personal hygiene,updrs_2_6_v2,radio,Motor,1.0,Yes
MDS-UPDRS-1,"2.7 HANDWRITING  Over the past week, have people usually had trouble reading you",2 7 handwriting over the past week have people usually had trouble reading your handwriting,updrs_2_7_v2,radio,Motor,1.0,Yes
MDS-UPDRS-1,"2.8 DOING HOBBIES AND OTHER ACTIVITIES  Over the past week, have you usually had",2 8 doing hobbies and other activities over the past week have you usually had trouble doing your hobbies or other things that you like to do,updrs_2_8_v2,radio,Motor,1.0,Yes
MDS-UPDRS-1,"2.9 TURNING IN BED  Over the past week, do you usually have trouble turning over",2 9 turning in bed over the past week do you usually have trouble turning over in bed,updrs_2_9_v2,radio,Motor,1.0,Yes
MDS-UPDRS-1,"2.10 TREMOR  Over the past week, have you usually had shaking or tremor?",2 10 tremor over the past week have you usually had shaking or tremor,updrs_2_10_v2,radio,Motor,1.0,Yes
MDS-UPDRS-1,"2.11 GETTING OUT OF BED, A CAR, OR A DEEP CHAIR  Over the past week, have you us",2 11 getting out of bed a car or a deep chair over the past week have you usually had trouble getting out of bed a car seat or a deep chair,updrs_2_11_v2,radio,Motor,1.0,Yes
MDS-UPDRS-1,"2.12 WALKING AND BALANCE  Over the past week, have you usually had problems with",2 12 walking and balance over the past week have you usually had problems with balance and walking,updrs_2_12_v2,radio,Motor,1.0,Yes
MDS-UPDRS-1,"2.13 FREEZING  Over the past week, on your usual day when walking, do you sudden",2 13 freezing over the past week on your usual day when walking do you suddenly stop or freeze as if your feet are stuck to the floor,updrs_2_13_v2,radio,Motor,1.0,Yes
MDS-UPDRS-1,3a Is the patient on medication for treating the symptoms of Parkinson's Disease,3a is the patient on medication for treating the symptoms of parkinson s disease,updrs_3a_v2,radio,Motor,1.0,Yes
MDS-UPDRS-1,3b If the patient is receiving medication for treating the symptoms of Parkinson,3b if the patient is receiving medication for treating the symptoms of parkinson s disease mark the patient s clinical state using the following definitions,updrs_3b_v2,radio,Motor,1.0,Yes
MDS-UPDRS-1,3c Is the patient on Levodopa ?,3c is the patient on levodopa,updrs_3c_v2,radio,Motor,1.0,Yes
MDS-UPDRS-1,3.C1 Time of assessment:   Temps de l'évaluation:,3 c1 time of assessment temps de l évaluation,mds_updrs_time_assessment_v2,text,Motor,1.0,Yes
MDS-UPDRS-1,3.C1 Time last PD medications taken:   Heure de la dernière prise de médicaments,3 c1 time last pd medications taken heure de la dernière prise de médicaments pour pd,mds_updrs_lastmeds_v2,text,Motor,1.0,Yes
MDS-UPDRS-1,3.C1 Minutes since last levodopa dose:  Minutes depuis la dernière dose de lévod,3 c1 minutes since last levodopa dose minutes depuis la dernière dose de lévodopa,updrs_3c1_v2,calc,Motor,1.0,Yes
MDS-UPDRS-1,3.1 SPEECH  ,3 1 speech,updrs_3_1_v2,radio,Motor,1.0,Yes
MDS-UPDRS-1,Updrs_3_1 value,updrs_3_1 value,eq3_1_v2,calc,Motor,1.0,Yes
MDS-UPDRS-1,3.2 FACIAL EXPRESSION  ,3 2 facial expression,updrs_3_2_v2,radio,Motor,1.0,Yes
MDS-UPDRS-1,Updrs_3_2 value,updrs_3_2 value,eq3_2_v2,calc,Motor,1.0,Yes
MDS-UPDRS-1,3.3 RIGIDITY- NECK  ,3 3 rigidity neck,updrs_3_3_neck_v2,radio,Motor,1.0,Yes
MDS-UPDRS-1,Updrs_3_3_neck value,updrs_3_3_neck value,eq3_3_neck_v2,calc,Motor,1.0,Yes
MDS-UPDRS-1,3.3 RIGIDITY- RUE  ,3 3 rigidity rue,updrs_3_3_rue_v2,radio,Motor,1.0,Yes
MDS-UPDRS-1,Updrs_3_3_rue value,updrs_3_3_rue value,eq3_3_rue_v2,calc,Motor,1.0,Yes
MDS-UPDRS-1,3.3 RIGIDITY- LUE  ,3 3 rigidity lue,updrs_3_3_lue_v2,radio,Motor,1.0,Yes
MDS-UPDRS-1,Updrs_3_3_lue value,updrs_3_3_lue value,eq3_3_lue_v2,calc,Motor,1.0,Yes
MDS-UPDRS-1,3.3 RIGIDITY- RLE  ,3 3 rigidity rle,updrs_3_3_rle_v2,radio,Motor,1.0,Yes
MDS-UPDRS-1,Updrs_3_3_rle value,updrs_3_3_rle value,eq3_3_rle_v2,calc,Motor,1.0,Yes
MDS-UPDRS-1,3.3 RIGIDITY- LLE  ,3 3 rigidity lle,updrs_3_3_lle_v2,radio,Motor,1.0,Yes
MDS-UPDRS-1,Updrs_3_3_lle value,updrs_3_3_lle value,eq3_3_lle_v2,calc,Motor,1.0,Yes
MDS-UPDRS-1,3.4 FINGER TAPPING- R  ,3 4 finger tapping r,updrs_3_4_r_v2,radio,Motor,1.0,Yes
MDS-UPDRS-1,Updrs_3_4_r value,updrs_3_4_r value,eq3_4_r_v2,calc,Motor,1.0,Yes
MDS-UPDRS-1,3.4 FINGER TAPPING- L  ,3 4 finger tapping l,updrs_3_4_l_v2,radio,Motor,1.0,Yes
MDS-UPDRS-1,Updrs_3_4_l value,updrs_3_4_l value,eq3_4_l_v2,calc,Motor,1.0,Yes
MDS-UPDRS-1,3.5 HAND MOVEMENTS- R  ,3 5 hand movements r,updrs_3_5_r_v2,radio,Motor,1.0,Yes
MDS-UPDRS-1,Updrs_3_5_r value,updrs_3_5_r value,eq3_5_r_v2,calc,Motor,1.0,Yes
MDS-UPDRS-1,3.5 HAND MOVEMENTS- L  ,3 5 hand movements l,updrs_3_5_l_v2,radio,Motor,1.0,Yes
MDS-UPDRS-1,Updrs_3_5_l value,updrs_3_5_l value,eq3_5_l_v2,calc,Motor,1.0,Yes
MDS-UPDRS-1,3.6 PRONATION-SUPINATION MOVEMENTS OF HANDS - R  ,3 6 pronation supination movements of hands r,updrs_3_6_r_v2,radio,Motor,1.0,Yes
MDS-UPDRS-1,Updrs_3_6_r value,updrs_3_6_r value,eq3_6_r_v2,calc,Motor,1.0,Yes
MDS-UPDRS-1,3.6 PRONATION-SUPINATION MOVEMENTS OF HANDS- L  ,3 6 pronation supination movements of hands l,updrs_3_6_l_v2,radio,Motor,1.0,Yes
MDS-UPDRS-1,Updrs_3_6_l value,updrs_3_6_l value,eq3_6_l_v2,calc,Motor,1.0,Yes
MDS-UPDRS-1,3.7 TOE TAPPING - R  ,3 7 toe tapping r,updrs_3_7_r_v2,radio,Motor,1.0,Yes
MDS-UPDRS-1,Updrs_3_7_r value,updrs_3_7_r value,eq3_7_r_v2,calc,Motor,1.0,Yes
MDS-UPDRS-1,3.7 TOE TAPPING - L  ,3 7 toe tapping l,updrs_3_7_l_v2,radio,Motor,1.0,Yes
MDS-UPDRS-1,Updrs_3_7_l value,updrs_3_7_l value,eq3_7_l_v2,calc,Motor,1.0,Yes
MDS-UPDRS-1,3.8 LEG AGILITY - R  ,3 8 leg agility r,updrs_3_8_r_v2,radio,Motor,1.0,Yes
MDS-UPDRS-1,Updrs_3_8_r value,updrs_3_8_r value,eq3_8_r_v2,calc,Motor,1.0,Yes
MDS-UPDRS-1,3.8 LEG AGILITY - L  ,3 8 leg agility l,updrs_3_8_l_v2,radio,Motor,1.0,Yes
MDS-UPDRS-1,Updrs_3_8_l value,updrs_3_8_l value,eq3_8_l_v2,calc,Motor,1.0,Yes
MDS-UPDRS-1,3.9 ARISING FROM CHAIR  ,3 9 arising from chair,updrs_3_9_v2,radio,Motor,1.0,Yes
MDS-UPDRS-1,Updrs_3_9 value,updrs_3_9 value,eq3_9_v2,calc,Motor,1.0,Yes
MDS-UPDRS-1,3.10 GAIT  ,3 10 gait,updrs_3_10_v2,radio,Motor,1.0,Yes
